name,description,timestamp,begin,_end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,bureaux,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,"<div class=""googft-info-window"">
<b>ID:</b> 179<br>
<b>Bureaux:</b> Thales near  Rio de Janeiro,  Rio de Janeiro,  Brazil
</div>",,,,,,,-1,,,179,"Thales near  Rio de Janeiro,  Rio de Janeiro,  Brazil",0101000020E61000004FF6E0FFD8D345C0A97BAE00F0FB36C0,224,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 471<br>
<b>Bureaux:</b> Thales near  Riyadh,  North Riyadh,  Saudi Arabia
</div>",,,,,,,-1,,,471,"Thales near  Riyadh,  North Riyadh,  Saudi Arabia",0101000020E6100000B37FF9BF7E5B4740A4B217C04AB03840,225,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 575<br>
<b>Bureaux:</b> Thales near  Rockingham,  Western Australia,  Australia
</div>",,,,,,,-1,,,575,"Thales near  Rockingham,  Western Australia,  Australia",0101000020E6100000AD293520E7F05C40FA3F2C40802040C0,226,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 205<br>
<b>Bureaux:</b> Thales near  Rome,  Latium,  Italy
</div>",,,,,,,-1,,,205,"Thales near  Rome,  Latium,  Italy",0101000020E6100000AEB6627FD9FD2840A795422097F34440,227,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 405<br>
<b>Bureaux:</b> Thales near  Rostock,  Mecklenburg-Vorpommern,  Germany
</div>",,,,,,,-1,,,405,"Thales near  Rostock,  Mecklenburg-Vorpommern,  Germany",0101000020E610000067AA7180AA432840A937FE9F1E0A4B40,228,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 39<br>
<b>Bureaux:</b> Thales near  Rouen,  France Nord,  France
</div>",,,,,,,-1,,,39,"Thales near  Rouen,  France Nord,  France",0101000020E6100000A43DB901FAF8F03F7539252026B84840,229,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 491<br>
<b>Bureaux:</b> Thales near  Rydalmere ,  New South Wales,  Australia
</div>",,,,,,,-1,,,491,"Thales near  Rydalmere ,  New South Wales,  Australia",0101000020E610000063B5F97F55E16240B170ED9F02E840C0,232,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 136<br>
<b>Bureaux:</b> Thales near  Safat,  Kuwait,  Kuwait
</div>",,,,,,,-1,,,136,"Thales near  Safat,  Kuwait,  Kuwait",0101000020E6100000D395198057FC4740BF02E2BF8A5F3D40,233,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 115<br>
<b>Bureaux:</b> Thales near  Saint Asaph,  Wales,  United Kingdom
</div>",,,,,,,-1,,,115,"Thales near  Saint Asaph,  Wales,  United Kingdom",0101000020E610000073637AC2128F0BC01CF80780E0A04A40,234,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 83<br>
<b>Bureaux:</b> Thales near  Saint Héand,  Rhône-Alpes,  France
</div>",,,,,,,-1,,,83,"Thales near  Saint Héand,  Rhône-Alpes,  France",0101000020E6100000C88F42A3857D11409F56D11F9AC34640,235,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 108<br>
<b>Bureaux:</b> Thales near  Salisbury,  South West,  United Kingdom
</div>",,,,,,,-1,,,108,"Thales near  Salisbury,  South West,  United Kingdom",0101000020E61000003D49BA66F2CDFCBFBAA9DC9FE6884940,236,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 624<br>
<b>Bureaux:</b> Thales near  San  Isidro,  Bs As,  Argentina
</div>",,,,,,,-1,,,624,"Thales near  San  Isidro,  Bs As,  Argentina",0101000020E61000003C0E2840396D50C068E89FE062753CC0,237,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 446<br>
<b>Bureaux:</b> Thales near  San José de la Rinconada,  Sevilla,  Spain
</div>",,,,,,,-1,,,446,"Thales near  San José de la Rinconada,  Sevilla,  Spain",0101000020E61000009764D30094CD17C04C3F975FBCBD4240,238,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 619<br>
<b>Bureaux:</b> Thales near  San Telmo,  Capital Federal,  Argentina
</div>",,,,,,,-1,,,619,"Thales near  San Telmo,  Capital Federal,  Argentina",0101000020E610000085DA25602A2F4DC071DA9DFF684F41C0,239,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 473<br>
<b>Bureaux:</b> Thales near  Santo Domingo,  Santo Domingo,  Dominican Republic
</div>",,,,,,,-1,,,473,"Thales near  Santo Domingo,  Santo Domingo,  Dominican Republic",0101000020E6100000575EF23F797951C0EF6481C014833240,241,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 247<br>
<b>Bureaux:</b> Thales near  Seattle,  Washington,  United States
</div>",,,,,,,-1,,,247,"Thales near  Seattle,  Washington,  United States",0101000020E61000007845F0BF15955EC091F0BDBF41CD4740,242,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 164<br>
<b>Bureaux:</b> Thales near  Shawnee,  Kansas,  United States
</div>",,,,,,,-1,,,164,"Thales near  Shawnee,  Kansas,  United States",0101000020E6100000D675036097AE57C0357A3540697F4340,244,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 542<br>
<b>Bureaux:</b> Thales near  Singapore,  Singapore,  Singapore
</div>",,,,,,,-1,,,542,"Thales near  Singapore,  Singapore,  Singapore",0101000020E6100000BB511A2087F6594024C511B57EA4F43F,246,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 576<br>
<b>Bureaux:</b> Thales near  Singleton,  New South Wales,  Australia
</div>",,,,,,,-1,,,576,"Thales near  Singleton,  New South Wales,  Australia",0101000020E61000006A49EC7FA5E562406D6A45402A4840C0,247,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 79<br>
<b>Bureaux:</b> Thales near  Sophia Antipolis,  PACA,  France
</div>",,,,,,,-1,,,79,"Thales near  Sophia Antipolis,  PACA,  France",0101000020E610000041086DDEDD3F1C4027D3B2FF4BCD4540,249,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 239<br>
<b>Bureaux:</b> Thales near  Southampton,  South East,  United Kingdom
</div>",,,,,,,-1,,,239,"Thales near  Southampton,  South East,  United Kingdom",0101000020E610000016551A8C6CA2F5BFB3EC496073754940,251,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 557<br>
<b>Bureaux:</b> Thales near  South Arm ,  Tasmania,  Australia
</div>",,,,,,,-1,,,557,"Thales near  South Arm ,  Tasmania,  Australia",0101000020E610000013550960546D6240156756009D8345C0,250,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 104<br>
<b>Bureaux:</b> Thales near  Staines,  South East,  United Kingdom
</div>",,,,,,,-1,,,104,"Thales near  Staines,  South East,  United Kingdom",0101000020E610000011FC6F253B36E0BFCE3C1460B3B74940,254,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 153<br>
<b>Bureaux:</b> Thales near  St Laurent,  Québec,  Canada
</div>",,,,,,,-1,,,153,"Thales near  St Laurent,  Québec,  Canada",0101000020E6100000D60BF43FAF6C52C0465964E025C14640,252,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 577<br>
<b>Bureaux:</b> Thales near  St Marys,  New South Wales,  Australia
</div>",,,,,,,-1,,,577,"Thales near  St Marys,  New South Wales,  Australia",0101000020E61000000EFC0340B0D862407CF9F8DFA5DF40C0,253,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 126<br>
<b>Bureaux:</b> Thales near  Stuttgart,  Baden-Württemberg,  Germany
</div>",,,,,,,-1,,,126,"Thales near  Stuttgart,  Baden-Württemberg,  Germany",0101000020E6100000F01D90DF366222404CAF2880BD644840,257,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 109<br>
<b>Bureaux:</b> Thales near  Taunton,  South West,  United Kingdom
</div>",,,,,,,-1,,,109,"Thales near  Taunton,  South West,  United Kingdom",0101000020E61000008748F201269508C0B26DAC1FF6814940,258,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 202<br>
<b>Bureaux:</b> Thales near  Tehran,  Tehran,  Iran
</div>",,,,,,,-1,,,202,"Thales near  Tehran,  Tehran,  Iran",0101000020E61000003B63A93F0C7249408C6BD7DF6D524140,259,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 110<br>
<b>Bureaux:</b> Thales near  Templecombe,  South West,  United Kingdom
</div>",,,,,,,-1,,,110,"Thales near  Templecombe,  South West,  United Kingdom",0101000020E610000089D2DEE00B5303C0915D0E6036804940,260,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 520<br>
<b>Bureaux:</b> Thales near  Tirana,  Tirana,  Albania
</div>",,,,,,,-1,,,520,"Thales near  Tirana,  Tirana,  Albania",0101000020E61000008DCF64FF3CD3334091F0BDBF41A94440,263,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 208<br>
<b>Bureaux:</b> Thales near  Tokyo,  Tokyo,  Japan
</div>",,,,,,,-1,,,208,"Thales near  Tokyo,  Tokyo,  Japan",0101000020E6100000B9D8FEDFE2796140B3EC496073D74140,264,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 451<br>
<b>Bureaux:</b> Thales near  Toledo,  Toledo,  Spain
</div>",,,,,,,-1,,,451,"Thales near  Toledo,  Toledo,  Spain",0101000020E61000001C6217A0C86557C018B49080D1273F40,265,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 384<br>
<b>Bureaux:</b> Thales near  Toronto,  Ontario,  Canada
</div>",,,,,,,-1,,,384,"Thales near  Toronto,  Ontario,  Canada",0101000020E610000050CAFF3FA9D853C057F1A19F04D34540,267,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 160<br>
<b>Bureaux:</b> Thales near  Totowa,  New Jersey,  United States
</div>",,,,,,,-1,,,160,"Thales near  Totowa,  New Jersey,  United States",0101000020E6100000EFB902C0E78D52C0385D60A0B5734440,268,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 80<br>
<b>Bureaux:</b> Thales near  Toulon,  PACA,  France
</div>",,,,,,,-1,,,80,"Thales near  Toulon,  PACA,  France",0101000020E61000003E2883FE9DB81740D1B2EE1F0B904540,269,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 72<br>
<b>Bureaux:</b> Thales near  Toulouse,  Sud Ouest,  France
</div>",,,,,,,-1,,,72,"Thales near  Toulouse,  Sud Ouest,  France",0101000020E6100000DAF85D2228E8F63F68A730009ECC4540,270,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 580<br>
<b>Bureaux:</b> Thales near  Townsville,  Queensland,  Australia
</div>",,,,,,,-1,,,580,"Thales near  Townsville,  Queensland,  Australia",0101000020E610000024C7E75F9C576240149337C0CC4D33C0,271,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 652<br>
<b>Bureaux:</b> Thales near  Trentham,  Wellington,  New Zealand
</div>",,,,,,,-1,,,652,"Thales near  Trentham,  Wellington,  New Zealand",0101000020E6100000CC2D0840B7E16540170C5300319244C0,272,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 435<br>
<b>Bureaux:</b> Thales near  Tres Cantos,  Madrid,  Spain
</div>",,,,,,,-1,,,435,"Thales near  Tres Cantos,  Madrid,  Spain",0101000020E6100000B9C2BB5CC4C70DC0E63FA4DFBE4F4440,273,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 593<br>
<b>Bureaux:</b> Thales near  Tubize,  Wallonie,  Belgium
</div>",,,,,,,-1,,,593,"Thales near  Tubize,  Wallonie,  Belgium",0101000020E6100000E15D2EE23BD11040CA1EFC1FBB584940,275,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 552<br>
<b>Bureaux:</b> Thales near  Turner,  Australian Capital Territory,  Australia
</div>",,,,,,,-1,,,552,"Thales near  Turner,  Australian Capital Territory,  Australia",0101000020E61000003B66EABF18A4624037B2E19F08A241C0,276,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 386<br>
<b>Bureaux:</b> Thales near  Val-Belair,  Québec,  Canada
</div>",,,,,,,-1,,,386,"Thales near  Val-Belair,  Québec,  Canada",0101000020E6100000631F09A0BDDA51C0D257EB1F9F6D4740,278,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 77<br>
<b>Bureaux:</b> Thales near  Valence,  Rhône-Alpes,  France
</div>",,,,,,,-1,,,77,"Thales near  Valence,  Rhône-Alpes,  France",0101000020E6100000C9AAAD7DA69315402B5899DF1F1B4640,279,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 456<br>
<b>Bureaux:</b> Thales near  Valladolid,  Valladolid,  Spain
</div>",,,,,,,-1,,,456,"Thales near  Valladolid,  Valladolid,  Spain",0101000020E61000004B4B9B60EE7911C0F89A2F40ECCF4440,280,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 432<br>
<b>Bureaux:</b> Thales near  Vanzago,  Lombardia,  Italy
</div>",,,,,,,-1,,,432,"Thales near  Vanzago,  Lombardia,  Italy",0101000020E61000001844FF5FD0FD214094AA48E06AC34640,281,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 38<br>
<b>Bureaux:</b> Thales near  Vendôme,  Centre,  France
</div>",,,,,,,-1,,,38,"Thales near  Vendôme,  Centre,  France",0101000020E6100000E3D8C4138B09F13F8CDB68006FE54740,283,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 434<br>
<b>Bureaux:</b> Thales near  Vergiate,  Lombardia,  Italy
</div>",,,,,,,-1,,,434,"Thales near  Vergiate,  Lombardia,  Italy",0101000020E6100000C4A2D8C00C642140877CE1DFB1DC4640,284,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 480<br>
<b>Bureaux:</b> Thales near  Vienna,  Vienna,  Austria
</div>",,,,,,,-1,,,480,"Thales near  Vienna,  Vienna,  Austria",0101000020E61000007DCAD69F695E3040048B68E0EC194840,285,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 442<br>
<b>Bureaux:</b> Thales near  Villanueva de Cordoba,  Cordoba,  Spain
</div>",,,,,,,-1,,,442,"Thales near  Villanueva de Cordoba,  Cordoba,  Spain",0101000020E6100000D89F1FA1C12113C0392BFDDF6CF54240,286,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 437<br>
<b>Bureaux:</b> Thales near  Villaseca de La Sagra,  Toledo,  Spain
</div>",,,,,,,-1,,,437,"Thales near  Villaseca de La Sagra,  Toledo,  Spain",0101000020E6100000FDC28602110D0FC07F1711209EFA4340,287,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 418<br>
<b>Bureaux:</b> Thales near  Vimodrone (MI),  Lombardia,  Italy
</div>",,,,,,,-1,,,418,"Thales near  Vimodrone (MI),  Lombardia,  Italy",0101000020E610000055E5D6FF949122407707C25FDDC14640,288,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 562<br>
<b>Bureaux:</b> Thales near  Wallangarra ,  Queensland,  Australia
</div>",,,,,,,-1,,,562,"Thales near  Wallangarra ,  Queensland,  Australia",0101000020E61000008B30EAFFC1FD624070B77FC05EEC3CC0,289,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 89<br>
<b>Bureaux:</b> Thales near  Walton-ON-Thames,  London,  United Kingdom
</div>",,,,,,,-1,,,89,"Thales near  Walton-ON-Thames,  London,  United Kingdom",0101000020E6100000CC7A319413EDDABFB19CCE5F32B14940,291,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 485<br>
<b>Bureaux:</b> Thales near  Warszawa,  Warszawa,  Poland
</div>",,,,,,,-1,,,485,"Thales near  Warszawa,  Warszawa,  Poland",0101000020E610000040964FA099013540FFC1D19F471D4A40,292,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 638<br>
<b>Bureaux:</b> Thales near  Wellington,  Wellington,  New Zealand
</div>",,,,,,,-1,,,638,"Thales near  Wellington,  Wellington,  New Zealand",0101000020E61000004264ECDFD0D86540D53A1680EBAA44C0,293,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 111<br>
<b>Bureaux:</b> Thales near  Wells,  South West,  United Kingdom
</div>",,,,,,,-1,,,111,"Thales near  Wells,  South West,  United Kingdom",0101000020E6100000C95A9E62302A05C06ED45460129B4940,294,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 166<br>
<b>Bureaux:</b> Thales near  Weston,  Florida,  United States
</div>",,,,,,,-1,,,166,"Thales near  Weston,  Florida,  United States",0101000020E6100000FD1F1620C01754C03D9B559FAB153A40,295,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 90<br>
<b>Bureaux:</b> Thales near  Weybridge,  London,  United Kingdom
</div>",,,,,,,-1,,,90,"Thales near  Weybridge,  London,  United Kingdom",0101000020E61000000A455FE6E03EC4BF4E4EA37F38BC4940,296,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 395<br>
<b>Bureaux:</b> Thales near  Wilhelmshaven,  Niedersachsen,  Germany
</div>",,,,,,,-1,,,395,"Thales near  Wilhelmshaven,  Niedersachsen,  Germany",0101000020E61000000C3CF71E2E39204094D0A79F81C24A40,297,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 582<br>
<b>Bureaux:</b> Thales near  Williamtown,  New South Wales,  Australia
</div>",,,,,,,-1,,,582,"Thales near  Williamtown,  New South Wales,  Australia",0101000020E610000042CEFBFF38FB62408D806500036740C0,298,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 554<br>
<b>Bureaux:</b> Thales near  Winnellie,  Northern Territory,  Australia
</div>",,,,,,,-1,,,554,"Thales near  Winnellie,  Northern Territory,  Australia",0101000020E6100000A937FE9F9E5C6040AF15230159DA28C0,299,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 581<br>
<b>Bureaux:</b> Thales near  Wollstonecraft,  New South Wales,  Australia
</div>",,,,,,,-1,,,581,"Thales near  Wollstonecraft,  New South Wales,  Australia",0101000020E61000002C0318E04CE66240687B4F406EEA40C0,300,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 633<br>
<b>Bureaux:</b> Thales near  Yanbu,  Yanbu,  Saudi Arabia
</div>",,,,,,,-1,,,633,"Thales near  Yanbu,  Yanbu,  Saudi Arabia",0101000020E6100000690BBE1F6D0043400750429F7E1E3840,301,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 92<br>
<b>Bureaux:</b> Thales near  York,  North East,  United Kingdom
</div>",,,,,,,-1,,,92,"Thales near  York,  North East,  United Kingdom",0101000020E61000002F51BD35B055F1BFA9A10DC006FA4A40,302,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
,"<div class=""googft-info-window"">
<b>ID:</b> 647<br>
<b>Bureaux:</b> Thales near  Zurich,  Zurich,  Switzerland
</div>",,,,,,,-1,,,647,"Thales near  Zurich,  Zurich,  Switzerland",0101000020E61000009D70653F41142140E3A029E043B04740,305,2013-11-07 10:54:44.207973+00,2013-11-07 10:58:06.950124+00,true
